62	446	SOLUCION DEAEROSIL200
63	428	AGUA
63	495	PARAFINA CLORADA(S-52)
63	545	CARBONATODEOMYA CAR1-T
64	474	LECITINA DESOYA
64	525	TINTANEGRA
65	621	SOLUCION DE RESINA
66	573	TIXO GELEZ-100
66	598	EXXOLD-40
69	724	VERDE CROMO
69	751	BASE ORGANICA NEGRA
448	395	100.00%
454	435	21.89% SOLUCION DEAEROSIL200
456	416	0.18%AGUA
456	536	23.43%CARBONATODEOMYA CAR1-T
461	614	30.49%SOLUCIONDERESINA
462	590	16.70%EXXOLD-40
463	565	1.87%TIXOGELEZ-100
465	516	3.76%TINTANEGRA
466	465	0.10%LECITINADESOYA
466	484	1.58%PARAFINA CLORADA(S-52)
541	748	KILOS
867	823	HOJA N11
936	742	200.000
948	384	200.000
959	408	0.360
961	435	43.780
961	586	33.400
962	613	60.980
963	538	46.860
965	459	0.200
965	562	3.740
969	487	3.160
969	512	7.520
1076	506	$120.00
1076	608	$148.00
1077	380	739.818
1077	431	$106.35
1077	456	$120.00
1079	559	$156.67
1081	483	$51.32
1081	584	$30.59
1088	405	$0.00
1088	535	$6.89
1183	377	$16,700.
1200	428	$4,656.0
1200	582	$1,021.7
1201	607	$9,025.0
1214	477	$162.
1214	557	$585.9
1216	503	$902.
1217	532	$322.8
1222	455	$24.0
1228	405	$0.
