627	765	100.00%
634	305	50.000
635	61	$2,257.09
635	188	378.88
646	1066	ANTITERRA204
652	610	2.00%ANTITERRA204
657	188	$153.62
659	306	1.000
660	62	$153.62
670	1017	PARAFINA CLORADA
676	562	8.00%PARAFINACLORADA
681	306	4.000
682	190	$36.53
683	63	$146.12
694	1079	NEGRO OXIDO
699	624	50.00% NEGROOXIDO
704	191	$32.25
704	307	25.000
706	64	$806.25
719	1077	PLIOWAYE-CH
722	621	13.00%PLIOWAYE-CH
726	190	$137.34
728	66	$892.71
728	309	6.500
738	1104	EXXOLD-40
745	650	27.00%EXXOLD-40
750	65	$258.39
750	309	13.500
751	192	$19.14
837	1063	TINTA NEGRA
843	310	50.000
843	577	KILOS
