91	366	ANTIESPUMANTE
91	391	RESINA QE220-S
92	415	RESINA QE2383
92	441	BLANCOFIJO MICRO
92	465	PARAFINA CLORADA S-25
94	489	BIOXIDODETITANEO R-902
95	515	BERMOCOLL481-FQ
97	563	MONOETILENGLICOL
98	542	TEXANOL
99	589	AMONIACO
100	612	ADECIDE
101	638	DIPERSANTE
101	659	EDENOL DOA
103	686	AGUA
107	849	CHISA PLUS
110	801	C/QE220-S
111	828	C/QE2383
437	341	100.00%
447	365	0.10%ANTIESPUMANTE
447	689	24.44%AGUA
448	389	19.00%RESINA QE220-S
448	416	19.00%RESINA QE2383
448	493	22.00%B
449	441	10.00%B
450	468	0.50%F
453	665	0.40%EDENOLDOA
455	520	0.36%
456	541	2.50%
458	592	0.10%AMONIACO
458	615	0.20%ADECIDE
458	641	0.40%DIPERSANTE
459	566	1.00%MONOETILENGLICOL
518	517	BERMOCOLL481-FQ
522	442	BLANCO FIJO MICRO
522	469	PARAFINA CLORADA S-25
522	494	BIOXIDO DE TITANEO R-902
523	544	TEXANOL
525	833	CUBETA
525	853	KILOS
985	860	27.000
1000	342	27.000
1004	695	6.599
1008	672	0.108
1010	545	0.675
1010	570	0.270
1010	622	0.054
1010	648	0.108
1011	393	5.130
1011	469	0.135
1011	598	0.027
1012	370	0.027
1012	444	2.700
1012	496	5.940
1013	421	5.130
1013	523	0.097
