537	733	100.00%
552	1050	ANTITERRA204
554	246	63.000
555	0	$2,772.9
555	120	374.69
564	607	2.00%ANTITERRA
577	246	1.260
578	953	PARAFINACLORADAS-52
579	121	$153.62
586	0	$193.5
590	476	16.00%PARAFINACLORADA S-52
603	969	TINTA AMARILLO OXIDO
604	249	10.080
606	122	$36.53
607	0	$368.22
614	494	32.00%TINTAAMARILLOOXIDO
626	1054	PLIOWAYE-CH
627	249	20.160
629	123	$28.06
634	0	$565.69
638	581	14.00%PLIOWAYE-CH
649	1084	EXXOLD-40
653	123	$137.34
653	251	8.820
656	0	$1,211.34
662	612	36.00%EXXOLD-40
677	252	22.680
678	125	$19.14
681	0	$434.10
748	1069	YCANARIO
779	921	TINTA AMARILLO OXIDO
793	537	KILOS
801	258	63.000
880	264	HOJA N°5
