82	840	PINTU FLEX
87	470	RESINA QE-220S
88	444	ANTIESPUMANTE
90	500	RESINA QE-2383
90	552	BIOXIDO DETITANEO
91	579	BERMOCOL481FQ
92	527	CAOLIN
92	631	MONOETILENGLICOL
94	607	TEXANOL
94	660	AMONIACO
96	714	DISPERSANTE
97	687	ADECIDE
97	739	TRIPOLIFOSFATO DEPOTASIO
100	767	AGUA
188	526	M-325
466	420	100.00%
478	770	25.28%AGUA
479	503	15.00%RESINA QE-2383
479	532	20.00%CAOLIN
480	474	15.00%RESINAQE-220S
480	558	20.00%
485	449	0.10%ANTIESPUMANTE
485	744	0.10%TRPOLIFOSFATODEPOTASIO
487	586	0.30%
489	718	0.40%DISPERSANTE
491	666	0.12%AMONIACO
491	692	0.20%ADECIDE
508	617	50%
508	642	00%
547	586	6BERMOCOL481FQ
547	639	MONOETILENGLICOL
549	615	TEXANOL
557	557	BIOXIDO DE TITANEO
561	825	CUBETA
562	852	KILOS
656	531	M-325
1056	849	27.000
1061	777	6.8256
1071	673	0.0324
1075	751	0.027
1077	701	0.054
1078	428	27.000
1078	727	0.108
1084	620	0.675
1084	648	0.270
1086	456	0.027
1086	538	5.400
1086	595	0.081
1087	566	5.400
1088	483	4.050
1088	513	4.050
