187	768	BASE ORGANICA BLANCA
190	518	SOLUCION DEAEROSIL200
190	685	SOLUCION DE RESINA
191	497	AGUA
191	539	ANTITERRA204
191	561	LECITINADESOYA
191	581	PARAFINA CLORADA(S-52)
191	601	CARBONATO DEOMYA CAR 1T
191	624	BIOXIDODETITANEO
191	644	TIXOGELEZ-100
192	667	EXXOLD-40
530	692	31.25% SOLUCIONDERESINA
531	490	100.00%
534	673	17.26%EXXOLD-40
535	633	17.16%BIOXIDODETITANEO
536	531	21.30%SOLUCIONDEAEROSIL200
536	653	1.81%TIXOGELEZ-100
540	511	0.18%AGUA
542	551	0.04%ANTITERRA204
542	592	1.80%PARAFINACLORADA(S-52)
543	572	0.10%LECITINADESOYA
543	614	9.10%
594	615	CARBONATODEOMYACAR1T
687	775	KILOS
889	781	1000.000
917	702	312.500
922	686	172.600
926	666	18.100
928	650	171.600
929	508	1000.000
931	548	213.000
933	630	91.000
934	606	18.000
945	591	1.000
947	533	1.800
948	572	0.400
1013	707	$148.00
1017	668	$158.67
1019	686	$30.59
1025	649	$95.00
1027	593	$120.00
1028	551	$106.35
1028	571	$385.92
1031	614	$51.18
1035	633	$6.89
1046	515	1102.6
1046	536	$0.00
1087	709	$46,250.000
1095	652	$16,302.000
1096	689	$5,279.834
1099	670	$2,871.927
1100	513	$95.178.909
1106	553	$22,652.550
1117	633	$626.990
1123	576	$154.368
1123	616	$921.240
1125	596	$120.000
1139	540	$0.000
